doc_id,oracle_url,best_candidate_url,hf_loc,candidates_count,best_candidate_simscore,best_candidate_offby,bc_offby_s,bc_offby_e,top1_simscore,top3_simscore,top5_simscore,top1_offby,top3_offby,top5_offby,1pc_tol,2pc_tol,3pc_tol
64dead40be9ffd545ddd65af,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L115-L116,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L116-L116,13,14,0,1,-1,0,0,0,0,14,9,8,0,0,0
64dead40be9ffd545ddd65b1,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L129-L130,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L129-L130,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead40be9ffd545ddd65b2,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L146-L147,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L146-L147,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead40be9ffd545ddd65b3,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L163-L164,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L163-L164,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead40be9ffd545ddd65b4,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L170-L171,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L170-L171,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead40be9ffd545ddd65b5,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L177-L178,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L177-L177,6,2,0,1,0,-1,0,0,0,1,1,1,0,0,0
64dead40be9ffd545ddd65b6,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L184-L185,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L184-L185,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead40be9ffd545ddd65b7,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L191-L192,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L191-L192,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0
64dead40be9ffd545ddd65b8,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L206-L213,https://github.com/JetBrains/intellij-community/tree/eb1926d9e3b835d96da6b1efc4fc2b3c57aecb61/platform/platform-impl/src/com/intellij/openapi/vfs/ex/temp/TempFileSystem.java#L208-L211,14,2,0,4,-2,-2,0,0,0,4,4,4,0,0,0
64dead40be9ffd545ddd65b9,https://github.com/JetBrains/intellij-community/tree/2a8b025e8d251764d19f77bca6dade8751c4267d/platform/lang-impl/testSources/com/intellij/util/indexing/EntityIndexingServiceOnCustomEntitiesTest.java#L135-L141,https://github.com/JetBrains/intellij-community/tree/2a8b025e8d251764d19f77bca6dade8751c4267d/platform/lang-impl/testSources/com/intellij/util/indexing/EntityIndexingServiceOnCustomEntitiesTest.java#L135-L141,28,7,0,0,0,0,0,0,0,29,0,0,0,0,0
64dead40be9ffd545ddd65bb,https://github.com/JetBrains/intellij-community/tree/d0f9de50158cfa9bb162709c682f518bcc766607/java/execution/impl/src/com/intellij/execution/filters/FindMethodHandler.java#L202-L211,https://github.com/JetBrains/intellij-community/tree/d0f9de50158cfa9bb162709c682f518bcc766607/java/execution/impl/src/com/intellij/execution/filters/FindMethodHandler.java#L202-L211,52,7,0,0,0,0,0,0,0,18,0,0,0,1,1
64dead41be9ffd545ddd65bf,https://github.com/JetBrains/intellij-community/tree/50b2c586f086fabc643a5ccddb25f49cb81da1d7/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/PersistentFSConnector.java#L131-L138,https://github.com/JetBrains/intellij-community/tree/50b2c586f086fabc643a5ccddb25f49cb81da1d7/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/PersistentFSConnector.java#L131-L138,140,21,0,0,0,0,0,0,0,109,109,28,1,2,4
64dead41be9ffd545ddd65c3,https://github.com/JetBrains/intellij-community/tree/fcad740e03aa3766af17a06bbf945a6fb76ddc11/plugins/InspectionGadgets/InspectionGadgetsAnalysis/src/com/siyeh/ig/style/CStyleArrayDeclarationInspection.java#L115-L127,https://github.com/JetBrains/intellij-community/tree/fcad740e03aa3766af17a06bbf945a6fb76ddc11/plugins/InspectionGadgets/InspectionGadgetsAnalysis/src/com/siyeh/ig/style/CStyleArrayDeclarationInspection.java#L116-L127,34,4,0,1,-1,0,0,0,0,31,1,1,0,0,1
64dead41be9ffd545ddd65c4,https://github.com/JetBrains/intellij-community/tree/6ee4a6a8f58686dff0f952328087c904b146a78d/plugins/maven/src/main/java/org/jetbrains/idea/maven/project/MavenProjectsManager.java#L565-L567,https://github.com/JetBrains/intellij-community/tree/6ee4a6a8f58686dff0f952328087c904b146a78d/plugins/maven/src/main/java/org/jetbrains/idea/maven/project/MavenProjectsManager.java#L575-L575,103,1,0,18,-10,8,0,0,0,18,18,18,1,2,3
64dead41be9ffd545ddd65c8,https://github.com/JetBrains/intellij-community/tree/e7d74b99aa1ef5680f368e1694f52d1d05102487/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/Maven36ServerEmbedderImpl.java#L66-L91,https://github.com/JetBrains/intellij-community/tree/e7d74b99aa1ef5680f368e1694f52d1d05102487/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/Maven36ServerEmbedderImpl.java#L66-L91,47,7,0,0,0,0,0,0,0,9,0,0,0,0,1
64dead41be9ffd545ddd65ca,https://github.com/JetBrains/intellij-community/tree/bf5c6893ebf8d16f2a4c9b3c4cbcb781a73ce730/platform/util/ui/src/com/intellij/util/ui/JBFont.java#L31-L33,https://github.com/JetBrains/intellij-community/tree/bf5c6893ebf8d16f2a4c9b3c4cbcb781a73ce730/platform/util/ui/src/com/intellij/util/ui/JBFont.java#L31-L33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead41be9ffd545ddd65cb,https://github.com/JetBrains/intellij-community/tree/978a6cce61f7008f37e762c59823792ca5f078cf/platform/util/src/com/intellij/openapi/util/io/FileSetLimiter.java#L177-L185,https://github.com/JetBrains/intellij-community/tree/978a6cce61f7008f37e762c59823792ca5f078cf/platform/util/src/com/intellij/openapi/util/io/FileSetLimiter.java#L175-L191,33,4,0,8,2,6,0,0,0,12,8,8,0,0,0
64dead41be9ffd545ddd65cd,https://github.com/JetBrains/intellij-community/tree/e96070ab8c2a6110a2326bc90cd88f234819eafe/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/FSRecords.java#L278-L283,https://github.com/JetBrains/intellij-community/tree/e96070ab8c2a6110a2326bc90cd88f234819eafe/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/FSRecords.java#L278-L283,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead41be9ffd545ddd65ce,https://github.com/JetBrains/intellij-community/tree/e96070ab8c2a6110a2326bc90cd88f234819eafe/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/PersistentFSImpl.java#L1669-L1675,https://github.com/JetBrains/intellij-community/tree/e96070ab8c2a6110a2326bc90cd88f234819eafe/platform/platform-impl/src/com/intellij/openapi/vfs/newvfs/persistent/PersistentFSImpl.java#L1670-L1673,13,4,0,3,-1,-2,0,0,0,9,3,3,0,0,0
64dead41be9ffd545ddd65cf,https://github.com/JetBrains/intellij-community/tree/4dd90aab93f187606f1d0326b38750636459c610/platform/platform-impl/src/com/intellij/ui/popup/PopupFactoryImpl.java#L601-L612,https://github.com/JetBrains/intellij-community/tree/4dd90aab93f187606f1d0326b38750636459c610/platform/platform-impl/src/com/intellij/ui/popup/PopupFactoryImpl.java#L603-L612,18,2,0,2,-2,0,0,0,0,2,2,2,0,0,0
64dead41be9ffd545ddd65d5,https://github.com/JetBrains/intellij-community/tree/71c0c3853748abc289ca438694ff511eac68ec67/java/java-impl/src/com/intellij/psi/impl/JavaPsiImplementationHelperImpl.java#L408-L412,,23,0,0,100,-2,0,0,0,0,100,100,100,0,0,0
64dead41be9ffd545ddd65d8,https://github.com/JetBrains/intellij-community/tree/f212d2bea51f9f864086e4e722071fbb6e423c61/platform/platform-impl/src/com/intellij/ui/popup/AbstractPopup.java#L1371-L1391,https://github.com/JetBrains/intellij-community/tree/f212d2bea51f9f864086e4e722071fbb6e423c61/platform/platform-impl/src/com/intellij/ui/popup/AbstractPopup.java#L1363-L1388,75,9,0,11,8,-3,0,0,0,12,11,11,0,1,2
64dead41be9ffd545ddd65da,https://github.com/JetBrains/intellij-community/tree/1d91fa245b13a6db8f2f6a16368e1de0049dbf7f/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/Maven36ServerEmbedderImpl.java#L49-L51,https://github.com/JetBrains/intellij-community/tree/1d91fa245b13a6db8f2f6a16368e1de0049dbf7f/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/Maven36ServerEmbedderImpl.java#L50-L50,8,2,0,2,-1,-1,0,0,0,6,2,2,0,0,0
64dead41be9ffd545ddd65dc,https://github.com/JetBrains/intellij-community/tree/31990e349dfbf026dd00237dd68f9c7fc53b1795/java/java-impl/src/com/intellij/codeInsight/daemon/impl/quickfix/CreateMethodFromUsageFix.java#L64-L80,https://github.com/JetBrains/intellij-community/tree/31990e349dfbf026dd00237dd68f9c7fc53b1795/java/java-impl/src/com/intellij/codeInsight/daemon/impl/quickfix/CreateMethodFromUsageFix.java#L64-L79,29,4,0,1,0,-1,0,0,0,1,1,1,0,0,0
64dead41be9ffd545ddd65e1,https://github.com/JetBrains/intellij-community/tree/c826911f14fa20c4248c65b5a079fec600c87333/plugins/gradle/testSources/org/jetbrains/plugins/gradle/importing/GradleImportingTestCase.java#L129-L134,https://github.com/JetBrains/intellij-community/tree/c826911f14fa20c4248c65b5a079fec600c87333/plugins/gradle/testSources/org/jetbrains/plugins/gradle/importing/GradleImportingTestCase.java#L130-L134,14,2,0,1,-1,0,0,0,0,12,1,1,0,0,0
64dead41be9ffd545ddd65e3,https://github.com/JetBrains/intellij-community/tree/c826911f14fa20c4248c65b5a079fec600c87333/plugins/gradle/testSources/org/jetbrains/plugins/gradle/importing/GradleImportingTestCase.java#L135-L139,https://github.com/JetBrains/intellij-community/tree/c826911f14fa20c4248c65b5a079fec600c87333/plugins/gradle/testSources/org/jetbrains/plugins/gradle/importing/GradleImportingTestCase.java#L135-L139,14,5,0,0,0,0,0,0,0,10,1,0,0,0,0
64dead42be9ffd545ddd65e4,https://github.com/JetBrains/intellij-community/tree/4a2b96afd2925348820ec8e2da7389b3c1f711f5/platform/lang-impl/src/com/intellij/ide/projectView/impl/ProjectViewImpl.java#L1722-L1723,https://github.com/JetBrains/intellij-community/tree/4a2b96afd2925348820ec8e2da7389b3c1f711f5/platform/lang-impl/src/com/intellij/ide/projectView/impl/ProjectViewImpl.java#L1722-L1723,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
64dead42be9ffd545ddd65e7,https://github.com/JetBrains/intellij-community/tree/3f104add082e587ed531fefa8dcbb4dee62af885/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/embedder/CustomMaven36ArtifactResolver.java#L55-L63,https://github.com/JetBrains/intellij-community/tree/3f104add082e587ed531fefa8dcbb4dee62af885/plugins/maven/maven36-server-impl/src/org/jetbrains/idea/maven/server/embedder/CustomMaven36ArtifactResolver.java#L53-L63,18,8,0,2,2,0,0,0,0,2,2,2,0,0,0
64dead42be9ffd545ddd65e9,https://github.com/JetBrains/intellij-community/tree/f20869f40ab5bec0d7af84578011dbafa2cb89c6/java/idea-ui/src/com/intellij/openapi/roots/ui/configuration/actions/NewModuleAction.java#L61-L64,https://github.com/JetBrains/intellij-community/tree/f20869f40ab5bec0d7af84578011dbafa2cb89c6/java/idea-ui/src/com/intellij/openapi/roots/ui/configuration/actions/NewModuleAction.java#L60-L64,22,3,0,1,1,0,0,0,0,13,1,1,0,0,0
64dead42be9ffd545ddd65eb,https://github.com/JetBrains/intellij-community/tree/eb3f7beadcf068995c68edd096950942d38dfde6/plugins/performanceTesting/src/com/jetbrains/performancePlugin/commands/RunClassInPlugin.java#L86-L105,https://github.com/JetBrains/intellij-community/tree/eb3f7beadcf068995c68edd096950942d38dfde6/plugins/performanceTesting/src/com/jetbrains/performancePlugin/commands/RunClassInPlugin.java#L91-L93,36,2,0,17,-5,-12,0,0,0,31,17,17,0,0,1
64dead42be9ffd545ddd65ec,https://github.com/JetBrains/intellij-community/tree/f8ec9d3f626a77400f3d7e05939085c2c3d86e13/platform/lang-impl/src/com/intellij/codeInsight/daemon/impl/DaemonListeners.java#L240-L246,,308,0,0,100,-5,-12,0,0,0,100,100,100,3,6,9
64dead42be9ffd545ddd65ef,https://github.com/JetBrains/intellij-community/tree/93c32adcef27fe3c9ece1b8433a0ef8d4c13446f/platform/platform-impl/src/com/intellij/openapi/application/impl/ApplicationImpl.java#L1059-L1060,,4,0,0,100,-5,-12,0,0,0,100,100,100,0,0,0
64dead42be9ffd545ddd65f0,https://github.com/JetBrains/intellij-community/tree/279a3607ac47ff7374f2ba925e625848340c3011/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L491-L493,https://github.com/JetBrains/intellij-community/tree/279a3607ac47ff7374f2ba925e625848340c3011/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L490-L493,83,8,0,1,1,0,0,0,0,53,53,53,0,1,2
64dead42be9ffd545ddd65f1,https://github.com/JetBrains/intellij-community/tree/279a3607ac47ff7374f2ba925e625848340c3011/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L574-L576,https://github.com/JetBrains/intellij-community/tree/279a3607ac47ff7374f2ba925e625848340c3011/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L579-L589,64,7,0,18,-5,13,0,0,0,60,60,18,0,1,1
64dead42be9ffd545ddd65f2,https://github.com/JetBrains/intellij-community/tree/2dcb47fdbef36c18cf9058fa7e0b452b7ff6ae0e/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L638-L643,https://github.com/JetBrains/intellij-community/tree/2dcb47fdbef36c18cf9058fa7e0b452b7ff6ae0e/platform/platform-impl/src/com/intellij/openapi/fileChooser/impl/FileChooserPanelImpl.java#L636-L645,69,9,0,4,2,2,0,0,0,52,40,39,0,1,2
64dead42be9ffd545ddd65f5,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L154-L156,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L155-L155,13,3,0,2,-1,-1,0,0,0,10,2,2,0,0,0
64dead42be9ffd545ddd65f6,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L148-L153,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L147-L153,13,3,0,1,1,0,0,0,0,1,1,1,0,0,0
64dead42be9ffd545ddd65fb,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L111-L113,https://github.com/JetBrains/intellij-community/tree/364175b9779cde257ddc18cbf2254ff9a6aba143/platform/testRunner/src/com/intellij/execution/testframework/autotest/AbstractAutoTestManager.java#L110-L113,19,5,0,1,1,0,0,0,0,1,1,1,0,0,0
64dead42be9ffd545ddd65ff,https://github.com/JetBrains/intellij-community/tree/9946dc0e5fa5e209cb9156b455bd2e22b3873572/platform/analysis-api/src/com/intellij/codeInspection/options/OptionController.java#L247-L253,https://github.com/JetBrains/intellij-community/tree/9946dc0e5fa5e209cb9156b455bd2e22b3873572/platform/analysis-api/src/com/intellij/codeInspection/options/OptionController.java#L247-L253,32,6,0,0,0,0,0,0,0,24,21,0,0,0,0
64dead42be9ffd545ddd6600,https://github.com/JetBrains/intellij-community/tree/9f5a2469ad051c7d40ce8de7ff5f50a3d0bd8aad/plugins/maven/maven3-server-impl/src/org/jetbrains/idea/maven/server/Maven3XServerEmbedder.java#L1787-L1798,https://github.com/JetBrains/intellij-community/tree/9f5a2469ad051c7d40ce8de7ff5f50a3d0bd8aad/plugins/maven/maven3-server-impl/src/org/jetbrains/idea/maven/server/Maven3XServerEmbedder.java#L1787-L1798,27,10,0,0,0,0,0,0,0,13,0,0,0,0,0
64dead42be9ffd545ddd6604,https://github.com/JetBrains/intellij-community/tree/6ece09c8e20017a232ea21fdcf884e3ec4a35185/java/java-impl-refactorings/src/com/intellij/refactoring/typeMigration/ChangeTypeSignatureHandler.java#L34-L44,https://github.com/JetBrains/intellij-community/tree/6ece09c8e20017a232ea21fdcf884e3ec4a35185/java/java-impl-refactorings/src/com/intellij/refactoring/typeMigration/ChangeTypeSignatureHandler.java#L30-L46,25,10,0,6,4,2,0,0,0,19,6,6,0,0,0
64dead42be9ffd545ddd6609,https://github.com/JetBrains/intellij-community/tree/e3c077be2a7f6c3d223b5078f7af9032c5ac6518/platform/lang-impl/src/com/intellij/ide/actions/CreateDirectoryOrPackageHandler.java#L106-L114,https://github.com/JetBrains/intellij-community/tree/e3c077be2a7f6c3d223b5078f7af9032c5ac6518/platform/lang-impl/src/com/intellij/ide/actions/CreateDirectoryOrPackageHandler.java#L107-L109,57,2,0,6,-1,-5,0,0,0,6,6,6,0,1,1
64dead42be9ffd545ddd660e,https://github.com/JetBrains/intellij-community/tree/fddf51f867827bbc3d3a4db299cc32622b7ab0dc/java/java-impl/src/com/intellij/codeInsight/completion/JavaDocCompletionContributor.java#L192-L196,https://github.com/JetBrains/intellij-community/tree/fddf51f867827bbc3d3a4db299cc32622b7ab0dc/java/java-impl/src/com/intellij/codeInsight/completion/JavaDocCompletionContributor.java#L192-L196,24,2,0,0,0,0,0,0,0,2,0,0,0,0,0
64dead42be9ffd545ddd6613,https://github.com/JetBrains/intellij-community/tree/846c7b9735f33ad77645f727238b81fbb3e3dd36/plugins/gradle/src/org/jetbrains/plugins/gradle/service/execution/GradleExecutionHelper.java#L443-L448,https://github.com/JetBrains/intellij-community/tree/846c7b9735f33ad77645f727238b81fbb3e3dd36/plugins/gradle/src/org/jetbrains/plugins/gradle/service/execution/GradleExecutionHelper.java#L443-L448,87,20,0,0,0,0,0,0,0,40,40,19,0,1,2
64dead42be9ffd545ddd6615,https://github.com/JetBrains/intellij-community/tree/846c7b9735f33ad77645f727238b81fbb3e3dd36/plugins/gradle/src/org/jetbrains/plugins/gradle/service/execution/GradleExecutionHelper.java#L416-L420,https://github.com/JetBrains/intellij-community/tree/846c7b9735f33ad77645f727238b81fbb3e3dd36/plugins/gradle/src/org/jetbrains/plugins/gradle/service/execution/GradleExecutionHelper.java#L416-L420,87,24,0,0,0,0,0,0,0,31,15,15,0,1,2
64dead43be9ffd545ddd661b,https://github.com/JetBrains/intellij-community/tree/3005f89a02b5e038ceeab5d0ccf8a2db38ce07a6/platform/lang-api/src/com/intellij/codeInsight/intention/BaseElementAtCaretIntentionAction.java#L67-L68,https://github.com/JetBrains/intellij-community/tree/3005f89a02b5e038ceeab5d0ccf8a2db38ce07a6/platform/lang-api/src/com/intellij/codeInsight/intention/BaseElementAtCaretIntentionAction.java#L67-L68,10,4,0,0,0,0,0,0,0,3,0,0,0,0,0
64dead43be9ffd545ddd661c,https://github.com/JetBrains/intellij-community/tree/5199718c840379ca58de3ef3a7e4f55b67cbd194/python/src/com/jetbrains/python/codeInsight/postfix/PyPostfixUtils.java#L49-L60,https://github.com/JetBrains/intellij-community/tree/5199718c840379ca58de3ef3a7e4f55b67cbd194/python/src/com/jetbrains/python/codeInsight/postfix/PyPostfixUtils.java#L56-L56,19,2,0,11,-7,-4,0,0,0,11,11,11,0,0,0
